ntaxa,rep,ils,ngt,m,ncores,runtime
100,26,high,100,20,10,14614.398086071014
100,26,high,100,20,11,13229.476631641388
100,26,high,100,20,12,12326.686138153076
100,26,high,100,20,13,11357.083404302597
100,26,high,100,20,14,10735.325673103333
100,26,high,100,20,15,10435.522921323776
100,26,high,100,20,16,10009.242548942566
100,26,high,100,20,17,9665.43477511406
100,26,high,100,20,18,9519.243474006653
100,26,high,100,20,19,9469.94662809372
100,26,high,100,20,20,9418.313389062881
100,26,high,100,20,21,9352.886409044266
100,26,high,100,20,22,9074.884041786194
100,26,high,100,20,23,8871.940128803253
100,26,high,100,20,24,8798.383397817612
100,26,high,100,20,25,8746.208734989166
100,26,high,100,20,26,8741.878393173218
100,26,high,100,20,27,8737.657063007355
100,26,high,100,20,28,8735.311934947968
100,26,high,100,20,29,8733.995918989182
100,26,high,100,20,30,8705.080643892288
100,26,high,100,20,31,8704.364850997925
100,26,high,100,20,32,8630.808120012283
100,28,low,100,20,1,130994.36990499496
100,28,low,100,20,2,66176.58283662796
100,28,low,100,20,3,44973.34925365448
100,28,low,100,20,4,34231.83032202721
100,28,low,100,20,5,27549.33562684059
100,28,low,100,20,6,23348.660146713257
100,28,low,100,20,7,20247.913720607758
100,28,low,100,20,8,17862.83877801895
100,28,low,100,20,9,16503.88081765175
100,28,low,100,20,10,15702.962884902954
100,28,low,100,20,11,14791.26864695549
100,28,low,100,20,12,14503.012274980545
100,28,low,100,20,13,13698.76038312912
100,28,low,100,20,14,13383.514842748642
100,28,low,100,20,15,12841.7591278553
100,28,low,100,20,16,12551.386394023895
100,28,low,100,20,17,12358.996588945389
100,28,low,100,20,18,12131.413402080536
100,28,low,100,20,19,11839.432538986206
100,28,low,100,20,20,11540.428266048431
100,28,low,100,20,21,11125.080895900726
100,28,low,100,20,22,10944.908118009567
100,28,low,100,20,23,10896.623403072357
100,28,low,100,20,24,10789.898909807205
100,28,low,100,20,25,10685.236917972565
100,28,low,100,20,26,10637.595264911652
100,28,low,100,20,27,10561.441416978836
100,28,low,100,20,28,10387.053930044174
100,28,low,100,20,29,10316.633867025375
100,28,low,100,20,30,10278.689289093018
100,28,low,100,20,31,10187.484117031097
100,28,low,100,20,32,10170.332987070084
100,30,high,100,10,1,11143.929791212082
100,30,high,100,10,2,5586.633203268051
100,30,high,100,10,3,3810.080519914627
100,30,high,100,10,4,2953.575322151184
100,30,high,100,10,5,2425.5608212947845
100,30,high,100,10,6,2077.4114739894867
100,30,high,100,10,7,1818.2569060325623
100,30,high,100,10,8,1644.8642914295197
100,30,high,100,10,9,1511.9066576957703
100,30,high,100,10,10,1391.444061756134
100,30,high,100,10,11,1291.1988468170166
100,30,high,100,10,12,1203.7206945419312
100,30,high,100,10,13,1139.9621760845184
100,30,high,100,10,14,1075.4467988014221
100,30,high,100,10,15,1035.103024482727
100,30,high,100,10,16,983.0651271343231
100,30,high,100,10,17,940.2133994102478
100,30,high,100,10,18,902.2558960914612
100,30,high,100,10,19,872.9766364097595
100,30,high,100,10,20,845.7979760169983
100,30,high,100,10,21,825.9569590091705
100,30,high,100,10,22,804.7281355857849
100,30,high,100,10,23,780.4527304172516
100,30,high,100,10,24,754.8112235069275
100,30,high,100,10,25,739.3427700996399
100,30,high,100,10,26,715.4889867305756
100,30,high,100,10,27,703.3317940235138
100,30,high,100,10,28,690.0891251564026
100,30,high,100,10,29,683.5506391525269
100,30,high,100,10,30,667.5394809246063
100,30,high,100,10,31,656.9250280857086
100,30,high,100,10,32,648.2340478897095
50,30,high,1000,20,1,127186.90675902367
50,30,high,1000,20,2,66030.86161732674
50,30,high,1000,20,3,44075.64983344078
50,30,high,1000,20,4,34393.92812180519
50,30,high,1000,20,5,28154.672967672348
50,30,high,1000,20,6,24114.42120218277
50,30,high,1000,20,7,21878.00306916237
50,30,high,1000,20,8,18771.431646823883
50,30,high,1000,20,9,17372.351913928986
50,30,high,1000,20,10,16523.75458908081
50,30,high,1000,20,11,15944.674581050873
50,30,high,1000,20,12,15267.10070180893
50,30,high,1000,20,13,14019.25405883789
50,30,high,1000,20,14,13888.463088989258
50,30,high,1000,20,15,13144.577727079391
50,30,high,1000,20,16,13118.050910949707
50,30,high,1000,20,17,13090.777679920197
50,30,high,1000,20,18,12648.626003026962
50,30,high,1000,20,19,12648.626003026962
50,30,high,1000,20,20,12648.626003026962
50,30,high,1000,20,21,12648.626003026962
50,30,high,1000,20,22,12648.626003026962
50,30,high,1000,20,23,12648.626003026962
50,30,high,1000,20,24,12648.626003026962
50,30,high,1000,20,25,12648.626003026962
50,30,high,1000,20,26,12648.626003026962
50,30,high,1000,20,27,12648.626003026962
50,30,high,1000,20,28,12648.626003026962
50,30,high,1000,20,29,12648.626003026962
50,30,high,1000,20,30,12648.626003026962
50,30,high,1000,20,31,12648.626003026962
50,30,high,1000,20,32,12648.626003026962
50,26,high,1000,20,1,174694.40145087242
50,26,high,1000,20,2,92994.99703931808
50,26,high,1000,20,3,60152.8658323288
50,26,high,1000,20,4,56094.97157549858
50,26,high,1000,20,5,54537.71982431412
50,26,high,1000,20,6,49106.369801044464
50,26,high,1000,20,7,46784.37800741196
50,26,high,1000,20,8,45766.71979308128
50,26,high,1000,20,9,45341.153695106506
50,26,high,1000,20,10,44991.70606517792
50,26,high,1000,20,11,44702.462754011154
50,26,high,1000,20,12,44527.46143126488
50,26,high,1000,20,13,44442.45302391052
50,26,high,1000,20,14,44385.27710103989
50,26,high,1000,20,15,44337.325753211975
50,26,high,1000,20,16,44331.554970264435
50,26,high,1000,20,17,44291.512414216995
50,26,high,1000,20,18,44238.850043058395
50,26,high,1000,20,19,44237.921015024185
50,26,high,1000,20,20,44229.547983169556
50,26,high,1000,20,21,44221.749405145645
50,26,high,1000,20,22,44220.78764820099
50,26,high,1000,20,23,44181.67412018776
50,26,high,1000,20,24,44181.67412018776
50,26,high,1000,20,25,44181.67412018776
50,26,high,1000,20,26,44181.67412018776
50,26,high,1000,20,27,44181.67412018776
50,26,high,1000,20,28,44181.67412018776
50,26,high,1000,20,29,44181.67412018776
50,26,high,1000,20,30,44181.67412018776
50,26,high,1000,20,31,44181.67412018776
50,26,high,1000,20,32,44181.67412018776
100,27,high,3000,20,1,144471.65251541138
100,27,high,3000,20,2,73148.22689294815
100,27,high,3000,20,3,48188.75789952278
100,27,high,3000,20,4,36731.563954114914
100,27,high,3000,20,5,30597.04295730591
100,27,high,3000,20,6,25986.065922260284
100,27,high,3000,20,7,22749.329579114914
100,27,high,3000,20,8,20374.159675359726
100,27,high,3000,20,9,18846.591034173965
100,27,high,3000,20,10,17804.566101312637
100,27,high,3000,20,11,16924.134699344635
100,27,high,3000,20,12,16047.375981092453
100,27,high,3000,20,13,15047.479083061218
100,27,high,3000,20,14,14422.396309137344
100,27,high,3000,20,15,13854.185770988464
100,27,high,3000,20,16,13153.687607049942
100,27,high,3000,20,17,12541.964818954468
100,27,high,3000,20,18,12060.108617067337
100,27,high,3000,20,19,11795.531136274338
100,27,high,3000,20,20,11534.5611410141
100,27,high,3000,20,21,11395.139713048935
100,27,high,3000,20,22,11212.139523029327
100,27,high,3000,20,23,10927.551590919495
100,27,high,3000,20,24,10788.347136735916
100,27,high,3000,20,25,10668.161748170853
100,27,high,3000,20,26,10543.19093799591
100,27,high,3000,20,27,10379.07786154747
100,27,high,3000,20,28,10199.862111091614
100,27,high,3000,20,29,10074.227370023727
100,27,high,3000,20,30,9952.117700338364
100,27,high,3000,20,31,9895.219264030457
100,27,high,3000,20,32,9806.277978181839
200,28,high,100,10,1,16268.309814453125
200,28,high,100,10,2,8136.2704293727875
200,28,high,100,10,3,5430.182554483414
200,28,high,100,10,4,4073.985538482666
200,28,high,100,10,5,3265.1299002170563
200,28,high,100,10,6,2733.204704284668
200,28,high,100,10,7,2343.8831446170807
200,28,high,100,10,8,2046.6791546344757
200,28,high,100,10,9,1824.0968673229218
200,28,high,100,10,10,1653.9224679470062
200,28,high,100,10,11,1511.9565839767456
200,28,high,100,10,12,1393.941439151764
200,28,high,100,10,13,1303.2692613601685
200,28,high,100,10,14,1206.5511145591736
200,28,high,100,10,15,1127.7220976352692
200,28,high,100,10,16,1068.7197978496552
200,28,high,100,10,17,1009.9660842418671
200,28,high,100,10,18,957.8237538337708
200,28,high,100,10,19,916.9393904209137
200,28,high,100,10,20,876.4665329456329
200,28,high,100,10,21,839.6602427959442
200,28,high,100,10,22,808.0218043327332
200,28,high,100,10,23,776.2450675964355
200,28,high,100,10,24,750.042457818985
200,28,high,100,10,25,724.8248605728149
200,28,high,100,10,26,699.6597707271576
200,28,high,100,10,27,677.7278969287872
200,28,high,100,10,28,659.2955882549286
200,28,high,100,10,29,639.8981122970581
200,28,high,100,10,30,621.8174951076508
200,28,high,100,10,31,601.3772232532501
200,28,high,100,10,32,588.9963829517365
50,28,high,1000,20,1,220172.61285924911
50,28,high,1000,20,2,116281.18492341042
50,28,high,1000,20,3,86953.09697318077
50,28,high,1000,20,4,69091.19011545181
50,28,high,1000,20,5,55217.75487828255
50,28,high,1000,20,6,48822.363293886185
50,28,high,1000,20,7,42581.22609210014
50,28,high,1000,20,8,38755.29009819031
50,28,high,1000,20,9,37154.824244976044
50,28,high,1000,20,10,34354.03068828583
50,28,high,1000,20,11,32142.862670898438
50,28,high,1000,20,12,31008.188098192215
50,28,high,1000,20,13,30508.948892116547
50,28,high,1000,20,14,29709.19739508629
50,28,high,1000,20,15,28286.01176905632
50,28,high,1000,20,16,26849.44180417061
50,28,high,1000,20,17,26123.308103084564
50,28,high,1000,20,18,24913.537523031235
50,28,high,1000,20,19,24407.061032295227
50,28,high,1000,20,20,21128.690909147263
50,28,high,1000,20,21,20933.225115299225
50,28,high,1000,20,22,20871.299827098846
50,28,high,1000,20,23,20865.390421152115
50,28,high,1000,20,24,20821.171740293503
50,28,high,1000,20,25,20810.808584213257
50,28,high,1000,20,26,20794.502027273178
50,28,high,1000,20,27,20784.615309238434
50,28,high,1000,20,28,20780.92116212845
50,28,high,1000,20,29,20766.237524032593
50,28,high,1000,20,30,20676.89226412773
50,28,high,1000,20,31,20676.89226412773
50,28,high,1000,20,32,20676.89226412773
100,28,low,1000,20,1,166170.04314517975
100,28,low,1000,20,2,84031.41195130348
100,28,low,1000,20,3,57785.34834361076
100,28,low,1000,20,4,43988.47439312935
100,28,low,1000,20,5,36202.939811229706
100,28,low,1000,20,6,30448.51039838791
100,28,low,1000,20,7,26219.65024137497
100,28,low,1000,20,8,23751.19713664055
100,28,low,1000,20,9,21563.19268321991
100,28,low,1000,20,10,20058.08520102501
100,28,low,1000,20,11,19097.289525985718
100,28,low,1000,20,12,17790.665467977524
100,28,low,1000,20,13,16998.405785799026
100,28,low,1000,20,14,16376.944630146027
100,28,low,1000,20,15,15727.443577766418
100,28,low,1000,20,16,15058.522656917572
100,28,low,1000,20,17,14338.472252845764
100,28,low,1000,20,18,14123.953082084656
100,28,low,1000,20,19,13672.589863061905
100,28,low,1000,20,20,13453.682613134384
100,28,low,1000,20,21,13025.577778100967
100,28,low,1000,20,22,12626.602016925812
100,28,low,1000,20,23,12212.920911073685
100,28,low,1000,20,24,12049.484122991562
100,28,low,1000,20,25,11608.740495920181
100,28,low,1000,20,26,11423.952568292618
100,28,low,1000,20,27,11214.699856042862
100,28,low,1000,20,28,11017.96027302742
100,28,low,1000,20,29,10889.082954883575
100,28,low,1000,20,30,10805.22464799881
100,28,low,1000,20,31,10633.835994958878
100,28,low,1000,20,32,10476.283164024353
100,26,low,3000,20,1,124736.889564991
100,26,low,3000,20,2,66963.46439146996
100,26,low,3000,20,3,49783.75876545906
100,26,low,3000,20,4,37721.89095044136
100,26,low,3000,20,5,31974.700906276703
100,26,low,3000,20,6,28878.37551522255
100,26,low,3000,20,7,26586.003690242767
100,26,low,3000,20,8,24818.71640086174
100,26,low,3000,20,9,23181.225081205368
100,26,low,3000,20,10,22090.587952136993
100,26,low,3000,20,11,21261.647275686264
100,26,low,3000,20,12,20502.33268404007
100,26,low,3000,20,13,19859.283752202988
100,26,low,3000,20,14,19337.758578300476
100,26,low,3000,20,15,18766.13215136528
100,26,low,3000,20,16,18088.26696705818
100,26,low,3000,20,17,17664.68038058281
100,26,low,3000,20,18,17184.540668964386
100,26,low,3000,20,19,16892.12156367302
100,26,low,3000,20,20,16683.892982959747
100,26,low,3000,20,21,16384.902006864548
100,26,low,3000,20,22,16179.722707748413
100,26,low,3000,20,23,15887.307198047638
100,26,low,3000,20,24,15782.42244887352
100,26,low,3000,20,25,15653.173115968704
100,26,low,3000,20,26,15482.403216838837
100,26,low,3000,20,27,15277.223917722702
100,26,low,3000,20,28,14979.800782680511
100,26,low,3000,20,29,14931.16084074974
100,26,low,3000,20,30,14827.901319980621
100,26,low,3000,20,31,14750.954619884491
100,26,low,3000,20,32,14635.070247650146
200,26,low,100,20,1,205491.98093295097
200,26,low,100,20,2,104167.9215297699
200,26,low,100,20,3,71170.56816768646
200,26,low,100,20,4,54607.03902554512
200,26,low,100,20,5,43938.660296201706
200,26,low,100,20,6,37440.29392170906
200,26,low,100,20,7,32761.67567873001
200,26,low,100,20,8,29339.35878252983
200,26,low,100,20,9,26479.014824151993
200,26,low,100,20,10,23822.648847818375
200,26,low,100,20,11,21642.13493514061
200,26,low,100,20,12,19853.061579942703
200,26,low,100,20,13,18565.230890989304
200,26,low,100,20,14,17609.23543691635
200,26,low,100,20,15,16606.002128124237
200,26,low,100,20,16,16115.513398647308
200,26,low,100,20,17,15699.95232129097
200,26,low,100,20,18,15262.114938020706
200,26,low,100,20,19,14847.743131637573
200,26,low,100,20,20,14622.053156137466
200,26,low,100,20,21,14210.243515014648
200,26,low,100,20,22,13978.346617221832
200,26,low,100,20,23,13718.486375808716
200,26,low,100,20,24,13417.262781620026
200,26,low,100,20,25,13130.64682340622
200,26,low,100,20,26,12858.901704788208
200,26,low,100,20,27,12578.655005693436
200,26,low,100,20,28,12365.197544336319
200,26,low,100,20,29,12264.491018772125
200,26,low,100,20,30,12050.70481300354
200,26,low,100,20,31,11934.153426647186
200,26,low,100,20,32,11832.688237905502
100,30,high,100,20,1,203304.43458795547
100,30,high,100,20,2,103031.97125697136
100,30,high,100,20,3,73682.49114775658
100,30,high,100,20,4,58157.606838703156
100,30,high,100,20,5,49559.46836280823
100,30,high,100,20,6,43415.76865029335
100,30,high,100,20,7,39268.69401431084
100,30,high,100,20,8,36314.24693822861
100,30,high,100,20,9,33365.31901168823
100,30,high,100,20,10,31418.263966798782
100,30,high,100,20,11,29260.7620947361
100,30,high,100,20,12,27691.931825637817
100,30,high,100,20,13,26950.15792274475
100,30,high,100,20,14,25998.71544289589
100,30,high,100,20,15,25094.761868953705
100,30,high,100,20,16,24259.254943609238
100,30,high,100,20,17,23621.16277694702
100,30,high,100,20,18,23237.35569691658
100,30,high,100,20,19,22826.737691164017
100,30,high,100,20,20,22629.43334388733
100,30,high,100,20,21,22174.04519677162
100,30,high,100,20,22,21666.77483010292
100,30,high,100,20,23,21479.223473072052
100,30,high,100,20,24,21307.122722148895
100,30,high,100,20,25,20638.85392999649
100,30,high,100,20,26,20053.876239538193
100,30,high,100,20,27,19478.73797774315
100,30,high,100,20,28,19206.36580467224
100,30,high,100,20,29,19113.908054590225
100,30,high,100,20,30,19013.00513792038
100,30,high,100,20,31,18794.754853963852
100,30,high,100,20,32,18749.081165790558
100,27,high,1000,20,1,344019.97930932045
100,27,high,1000,20,2,173567.86896681786
100,27,high,1000,20,3,117901.36368942261
100,27,high,1000,20,4,96107.90308308601
100,27,high,1000,20,5,81948.4421350956
100,27,high,1000,20,6,71287.71140575409
100,27,high,1000,20,7,63326.90498113632
100,27,high,1000,20,8,61155.526471138
100,27,high,1000,20,9,54700.64546728134
100,27,high,1000,20,10,51631.528738975525
100,27,high,1000,20,11,50051.55555438995
100,27,high,1000,20,12,48657.6027572155
100,27,high,1000,20,13,47904.53746843338
100,27,high,1000,20,14,44821.256405353546
100,27,high,1000,20,15,43943.528405189514
100,27,high,1000,20,16,40862.82877230644
100,27,high,1000,20,17,39708.674394369125
100,27,high,1000,20,18,39378.717582941055
100,27,high,1000,20,19,35131.87564229965
100,27,high,1000,20,20,34167.19542169571
100,27,high,1000,20,21,33804.220096349716
100,27,high,1000,20,22,33576.560354948044
100,27,high,1000,20,23,33384.65440106392
100,27,high,1000,20,24,33190.264926195145
100,27,high,1000,20,25,33106.23839712143
100,27,high,1000,20,26,32964.570719242096
100,27,high,1000,20,27,32800.05445718765
100,27,high,1000,20,28,32728.822916984558
100,27,high,1000,20,29,32692.96119761467
100,27,high,1000,20,30,32628.92763209343
100,27,high,1000,20,31,32568.212287902832
100,27,high,1000,20,32,32521.835834026337
200,29,high,100,20,1,377564.010522604
200,29,high,100,20,2,190221.52594685555
200,29,high,100,20,3,131932.00402712822
200,29,high,100,20,4,102845.02390027046
200,29,high,100,20,5,84574.87938952446
200,29,high,100,20,6,71373.44968342781
200,29,high,100,20,7,61642.631442308426
200,29,high,100,20,8,54398.21593284607
200,29,high,100,20,9,50496.691792964935
200,29,high,100,20,10,48498.58246421814
200,29,high,100,20,11,46926.272554159164
200,29,high,100,20,12,45379.08941793442
200,29,high,100,20,13,44235.62330579758
200,29,high,100,20,14,42673.672896146774
200,29,high,100,20,15,41946.544748067856
200,29,high,100,20,16,41054.622347831726
200,29,high,100,20,17,40226.91890501976
200,29,high,100,20,18,39647.72646403313
200,29,high,100,20,19,39117.341686964035
200,29,high,100,20,20,38795.59679675102
200,29,high,100,20,21,38500.697602033615
200,29,high,100,20,22,38200.92104816437
200,29,high,100,20,23,38028.14537382126
200,29,high,100,20,24,37638.8532230854
200,29,high,100,20,25,37443.93376994133
200,29,high,100,20,26,37069.53462100029
200,29,high,100,20,27,36592.22561597824
200,29,high,100,20,28,36339.425419807434
200,29,high,100,20,29,36162.79276967049
200,29,high,100,20,30,35957.86909174919
200,29,high,100,20,31,35892.371634721756
200,29,high,100,20,32,35697.6615087986
50,27,low,3000,10,1,8593.670447587967
50,27,low,3000,10,2,4308.103626489639
50,27,low,3000,10,3,2876.817809820175
50,27,low,3000,10,4,2174.7026410102844
50,27,low,3000,10,5,1754.833943605423
50,27,low,3000,10,6,1487.5140659809113
50,27,low,3000,10,7,1295.933439731598
50,27,low,3000,10,8,1181.6747980117798
50,27,low,3000,10,9,1093.1160998344421
50,27,low,3000,10,10,1023.3118448257446
50,27,low,3000,10,11,964.9574246406555
50,27,low,3000,10,12,918.0179867744446
50,27,low,3000,10,13,876.1948537826538
50,27,low,3000,10,14,837.1964147090912
50,27,low,3000,10,15,810.3786134719849
50,27,low,3000,10,16,781.7254829406738
50,27,low,3000,10,17,761.8837826251984
50,27,low,3000,10,18,740.0176205635071
50,27,low,3000,10,19,708.7958748340607
50,27,low,3000,10,20,689.8486318588257
50,27,low,3000,10,21,687.4398009777069
50,27,low,3000,10,22,687.4398009777069
50,27,low,3000,10,23,687.4398009777069
50,27,low,3000,10,24,687.4398009777069
50,27,low,3000,10,25,687.4398009777069
50,27,low,3000,10,26,687.4398009777069
50,27,low,3000,10,27,687.4398009777069
50,27,low,3000,10,28,687.4398009777069
50,27,low,3000,10,29,687.4398009777069
50,27,low,3000,10,30,687.4398009777069
50,27,low,3000,10,31,687.4398009777069
50,27,low,3000,10,32,687.4398009777069
200,9,high,100,20,1,612126.2238731384
200,9,high,100,20,2,313752.35691690445
200,9,high,100,20,3,213178.60889554024
200,9,high,100,20,4,162252.86638641357
200,9,high,100,20,5,129489.66039180756
200,9,high,100,20,6,110011.31922602654
200,9,high,100,20,7,97309.9903023243
200,9,high,100,20,8,87155.83433508873
200,9,high,100,20,9,80701.11099386215
200,9,high,100,20,10,74215.84352517128
200,9,high,100,20,11,67536.2357802391
200,9,high,100,20,12,64183.89294719696
200,9,high,100,20,13,61078.65658926964
200,9,high,100,20,14,58488.982077121735
200,9,high,100,20,15,55706.7774002552
200,9,high,100,20,16,53462.40134191513
200,9,high,100,20,17,51731.93129992485
200,9,high,100,20,18,50171.212265491486
200,9,high,100,20,19,48530.94196653366
200,9,high,100,20,20,46817.779306173325
200,9,high,100,20,21,45763.73895525932
200,9,high,100,20,22,44503.39724731445
200,9,high,100,20,23,43458.73550367355
200,9,high,100,20,24,42506.377368927
200,9,high,100,20,25,40859.636739254
200,9,high,100,20,26,40453.8979370594
200,9,high,100,20,27,38987.489574193954
200,9,high,100,20,28,37995.28918218613
200,9,high,100,20,29,37532.69566607475
200,9,high,100,20,30,37039.11711215973
200,9,high,100,20,31,36395.96144413948
200,9,high,100,20,32,36050.383563280106
200,23,low,3000,10,1,20716.72389602661
200,23,low,3000,10,2,10407.42702794075
200,23,low,3000,10,3,6948.4885840415955
200,23,low,3000,10,4,5252.06245970726
200,23,low,3000,10,5,4246.088280200958
200,23,low,3000,10,6,3570.9643545150757
200,23,low,3000,10,7,3106.68648314476
200,23,low,3000,10,8,2730.1231784820557
200,23,low,3000,10,9,2439.5294394493103
200,23,low,3000,10,10,2225.9552285671234
200,23,low,3000,10,11,2051.8733263015747
200,23,low,3000,10,12,1900.5624260902405
200,23,low,3000,10,13,1771.4691488742828
200,23,low,3000,10,14,1663.958748102188
200,23,low,3000,10,15,1554.3595962524414
200,23,low,3000,10,16,1466.792685508728
200,23,low,3000,10,17,1397.857496023178
200,23,low,3000,10,18,1339.3649418354034
200,23,low,3000,10,19,1281.1703963279724
200,23,low,3000,10,20,1225.8262722492218
200,23,low,3000,10,21,1182.4608192443848
200,23,low,3000,10,22,1137.247094631195
200,23,low,3000,10,23,1097.7675023078918
200,23,low,3000,10,24,1059.3295753002167
200,23,low,3000,10,25,1028.4899487495422
200,23,low,3000,10,26,997.7138116359711
200,23,low,3000,10,27,970.1387708187103
200,23,low,3000,10,28,940.2768778800964
200,23,low,3000,10,29,908.847822189331
200,23,low,3000,10,30,889.5802390575409
200,23,low,3000,10,31,870.265328168869
200,23,low,3000,10,32,852.08265376091
200,22,low,3000,10,1,29726.056806325912
200,22,low,3000,10,2,14870.815825462341
200,22,low,3000,10,3,10067.721423149109
200,22,low,3000,10,4,7705.764949560165
200,22,low,3000,10,5,6203.875160455704
200,22,low,3000,10,6,5248.882136821747
200,22,low,3000,10,7,4568.770392417908
200,22,low,3000,10,8,4051.839080810547
200,22,low,3000,10,9,3649.1434237957
200,22,low,3000,10,10,3329.934680700302
200,22,low,3000,10,11,3065.598185300827
200,22,low,3000,10,12,2845.192476272583
200,22,low,3000,10,13,2647.7899272441864
200,22,low,3000,10,14,2499.0234718322754
200,22,low,3000,10,15,2385.8817200660706
200,22,low,3000,10,16,2306.1737790107727
200,22,low,3000,10,17,2239.3342339992523
200,22,low,3000,10,18,2178.546453475952
200,22,low,3000,10,19,2111.1055459976196
200,22,low,3000,10,20,2062.3640167713165
200,22,low,3000,10,21,2019.9023575782776
200,22,low,3000,10,22,1983.326908826828
200,22,low,3000,10,23,1937.5752065181732
200,22,low,3000,10,24,1900.2550702095032
200,22,low,3000,10,25,1859.5074841976166
200,22,low,3000,10,26,1832.2222690582275
200,22,low,3000,10,27,1797.9322531223297
200,22,low,3000,10,28,1775.5948588848114
200,22,low,3000,10,29,1757.3210780620575
200,22,low,3000,10,30,1722.1312320232391
200,22,low,3000,10,31,1701.3113179206848
200,22,low,3000,10,32,1685.7000050544739
200,21,low,3000,20,1,120636.45208191872
200,21,low,3000,20,2,61222.651091098785
200,21,low,3000,20,3,44875.79363107681
200,21,low,3000,20,4,37334.20075440407
200,21,low,3000,20,5,32942.888253450394
200,21,low,3000,20,6,29946.24226951599
200,21,low,3000,20,7,27829.97040772438
200,21,low,3000,20,8,26244.238261461258
200,21,low,3000,20,9,24917.191689491272
200,21,low,3000,20,10,23827.751395225525
200,21,low,3000,20,11,22835.44128203392
200,21,low,3000,20,12,22137.184500455856
200,21,low,3000,20,13,21551.633995771408
200,21,low,3000,20,14,21088.307230472565
200,21,low,3000,20,15,20694.442683935165
200,21,low,3000,20,16,20319.70591521263
200,21,low,3000,20,17,19940.540814876556
200,21,low,3000,20,18,19639.13235116005
200,21,low,3000,20,19,19306.962209701538
200,21,low,3000,20,20,19012.445706129074
200,21,low,3000,20,21,18804.946264505386
200,21,low,3000,20,22,18611.013902187347
200,21,low,3000,20,23,18395.044286251068
200,21,low,3000,20,24,18251.686006069183
200,21,low,3000,20,25,18091.903892993927
200,21,low,3000,20,26,17979.606994867325
200,21,low,3000,20,27,17862.07665514946
200,21,low,3000,20,28,17738.143358707428
200,21,low,3000,20,29,17634.76310491562
200,21,low,3000,20,30,17548.33504986763
200,21,low,3000,20,31,17460.90265750885
200,21,low,3000,20,32,17322.762813329697
200,23,low,3000,20,1,350659.7974214554
200,23,low,3000,20,2,179056.63475322723
200,23,low,3000,20,3,121119.8931953907
200,23,low,3000,20,4,92869.7013168335
200,23,low,3000,20,5,75657.96077275276
200,23,low,3000,20,6,64178.37640404701
200,23,low,3000,20,7,56216.00226306915
200,23,low,3000,20,8,50340.661559820175
200,23,low,3000,20,9,44828.53478550911
200,23,low,3000,20,10,41025.08426332474
200,23,low,3000,20,11,37685.73837304115
200,23,low,3000,20,12,34092.3094997406
200,23,low,3000,20,13,32503.97906112671
200,23,low,3000,20,14,32255.36838579178
200,23,low,3000,20,15,31917.242927789688
200,23,low,3000,20,16,31444.1643576622
200,23,low,3000,20,17,31122.262184858322
200,23,low,3000,20,18,30987.9890396595
200,23,low,3000,20,19,30758.96333169937
200,23,low,3000,20,20,30696.031503915787
200,23,low,3000,20,21,30579.251847982407
200,23,low,3000,20,22,30506.996028900146
200,23,low,3000,20,23,30365.846566677094
200,23,low,3000,20,24,30350.16090488434
200,23,low,3000,20,25,30200.582954883575
200,23,low,3000,20,26,30161.484347820282
200,23,low,3000,20,27,30108.2213408947
200,23,low,3000,20,28,30050.639682769775
200,23,low,3000,20,29,29995.014744997025
200,23,low,3000,20,30,29873.965671777725
200,23,low,3000,20,31,29830.552345752716
200,23,low,3000,20,32,29749.385296821594
30,2,low,1000,20,1,16908.781624555588
30,2,low,1000,20,2,8983.096219301224
30,2,low,1000,20,3,5862.617035865784
30,2,low,1000,20,4,4700.482701778412
30,2,low,1000,20,5,4151.530436515808
30,2,low,1000,20,6,3214.594051837921
30,2,low,1000,20,7,3017.247446537018
30,2,low,1000,20,8,2877.2023253440857
30,2,low,1000,20,9,2749.110161781311
30,2,low,1000,20,10,2704.909755706787
30,2,low,1000,20,11,2679.8653378486633
30,2,low,1000,20,12,2665.008974790573
30,2,low,1000,20,13,2652.7768399715424
30,2,low,1000,20,14,2644.1840558052063
30,2,low,1000,20,15,2619.1396379470825
30,2,low,1000,20,16,2612.2942118644714
30,2,low,1000,20,17,2568.197877883911
30,2,low,1000,20,18,2568.197877883911
30,2,low,1000,20,19,2568.197877883911
30,2,low,1000,20,20,2568.197877883911
30,2,low,1000,20,21,2568.197877883911
30,2,low,1000,20,22,2568.197877883911
30,2,low,1000,20,23,2568.197877883911
30,2,low,1000,20,24,2568.197877883911
30,2,low,1000,20,25,2568.197877883911
30,2,low,1000,20,26,2568.197877883911
30,2,low,1000,20,27,2568.197877883911
30,2,low,1000,20,28,2568.197877883911
30,2,low,1000,20,29,2568.197877883911
30,2,low,1000,20,30,2568.197877883911
30,2,low,1000,20,31,2568.197877883911
30,2,low,1000,20,32,2568.197877883911
30,13,low,1000,20,1,7967.808888912201
30,13,low,1000,20,2,4097.448993682861
30,13,low,1000,20,3,2744.147641658783
30,13,low,1000,20,4,2120.7065012454987
30,13,low,1000,20,5,1843.0362706184387
30,13,low,1000,20,6,1575.0263555049896
30,13,low,1000,20,7,1442.9964740276337
30,13,low,1000,20,8,1284.7797253131866
30,13,low,1000,20,9,1187.4335689544678
30,13,low,1000,20,10,1092.8139021396637
30,13,low,1000,20,11,1038.7662785053253
